,hospital_name,specialties,address,city_area
467,Dr. Ashraf Al -Bassiouni,"Old heart surgery, adult surgery, heart and chest surgery, Cairo, Maadi",Maadi: Street 7,Cairo - Maadi
468,Dr. Ashraf El -Hefnawi,"Annual and adults and throat, nose, ears and throat, Cairo, Nasr City","Nasr City: Hassanein Heikal, Nasr City",Cairo - Nasr City
469,Dr. Ashraf Al -Halouji,"Sugar and endocrine glands, general internal, internal, Giza, engineers",Mohandessin: Damascus,Giza - Engineers
470,Dr. Ashraf Suleiman,"Old eyes, lizards and correction of vision and white water, network surgery and glass body, optical rehabilitation, eyes, Cairo, gathering",Assembly: ninety,Cairo - Assembly
471,Dr. Ashraf Suleiman,"Old eyes, lizards, vision and white water correction, network surgery and glass body, eyes, Cairo, Heliopolis",Heliopolis: Peter Ghali,Cairo - Heliopolis
472,Dr. Ashraf Shawky,Belly,Assembly: First Assembly Services Center,Cairo - Assembly
473,Dr. Ashraf Sadiq,"Bone distortions, ankle and ankle bones, joint change, adult bones, hand and shoulder bones, children's bones, adult oral surgery, bone surgery, bones, Giza, pyramid",Al -Haram: Al -Labini Street - Tayebi Towers,Giza - the pyramid
474,Dr. Ashraf Salah Abu Al -Hawa,"Adult liver, digestive and endoscopic system, digestive and endoscopic device, Giza, Sheikh Zayed",Sheikh Zayed: Mall of Al -Jazeera Plaza,Giza - Sheikh Zayed
475,Dr. Ashraf Salah Abu Al -Hawa,"Adult liver, digestive and extractor, gastrointestinal system, and endoscopes, Cairo, Assembly",Assembly: northern ninety,Cairo - Assembly
476,Dr. Ashraf Abdel Hamid,"Older chest surgery, adult heart surgery, baby heart surgery, heart and chest surgery, Alexandria, Smouha",Smouha: Paradise,Alexandria - Smouha
477,Dr. Ashraf Abdel -Alim Abu Al -Hassan,"Children, newborns, child feeding and feeding, breastfeeding, children's liver, kids kidneys, nanny children, children's blood diseases, allergic reactions and children's immunity, digestive system and children's endoscopes, children and newborns, Giza, 6 October",October 6: The eleventh neighborhood-the axis of Gamal Abdel Nasser,Giza - 6 October
478,Dr. Ashraf Abdel Fadil Al -Swaifi,"Newborn, sugar and endocrine glands, children and newborns, Giza, and the pyramid",Pyramid: Doctors ’Tower is the first Cooper Faisal,Giza - the pyramid
479,Dr. Ashraf Abdel Latif Othman,"Adult brain and neurosurgery, children's neurosurgery, adult spine surgery, child spine surgery, neurosurgery, Giza, and engineers","Mohandessin:, next to Tawheed and Light, 14 Shihab Street, the second floor",Giza - Engineers
480,Dr. Akram Al -Ajjoudi,"Myself are adults, myself children, addiction treatment, family consultations, psychological, Cairo, Heliopolis","Heliopolis: No. 61 Saqr Al -Quraish Buildings, next to the Radisson Blu Hotel, Sheraton Residences",Cairo - Heliopolis
481,Dr. Akram Hassan,"Facial surgery, adult leather, cosmetic and laser, eye plastic surgery, plastic surgery, Giza, engineers",Mohandessin: The League of Arab States Street,Giza - Engineers
482,Dr. Akram Milad,Belly surgery,"Mustafa Kamel: 398 Al -Hurriya Road - next to Faisal Bank - Al -Fanar Tower, the fourth floor",Alexandria - Mustafa Kamel
483,Dr. Akram Youssef,"Microscopic injection, sterility, women and obstetrics, Cairo, Heliopolis",Heliopolis: Ibrahim Al -Lakani,Cairo - Heliopolis
484,Doctor I Complete Rizk,"Children's eyes, lasak, vision and white water, eyes, Giza, engineers","Mohandessin: No. 14, Syria, the highest pharmacy, the seventh floor",Giza - Engineers
485,Doctor Alas Saad,"Old skin, cosmetic and laser, leather, Cairo, Zamalek","Zamalek: Taha Hussein, Zamalek",Cairo - Zamalek
486,Dr. Albert Iskandar Morgan,"Old nose, nose surgery and throat, nose, ears and adults, nose, nose and children's larva, adult auditors, nose surgery, larger and throat, nose, ears and throat, Hurghada, Hurghada city",Hurghada city,Hurghada - Hurghada City
487,Dr. Alpha for Chest Diseases,"Toole and an adult respiratory device, chest and respiratory system, Giza, Mohandessin",Engineers,Giza - Engineers
488,Dr. Alpha for Chest Diseases,"Toole and an adult respiratory device, chest and respiratory system, Giza, Mohandessin",Engineers,Giza - Engineers
489,Dr. Amal Lotfy Muhammad Al -Jazzar,"Diseases of women and obstetrics, women and obstetrics, Cairo, Nasr City",Nasr City,Cairo - Nasr City
490,Dr. Amjad Ahmed Jabr,"Psychology is adults, myself, children, addiction treatment, toxin therapy, family consultations, adults and nerves, children and nerves of children, myself, Giza, Giza Square",Giza Square: Giza Square,Giza - Giza Square
491,Dr. Amjad Zahran,"Adult teeth, teeth, Cairo, Maadi",Hostile,Cairo - Maadi
492,Dr. Amjad Labib Mitwalli Muhammad,"Old heart, adult blood vessels, heart and blood vessels, oriental, Zagazig",Zagazig: The station is up to the pure optics,Eastern - Zagazig
493,Dr. Amjad Mohamed Mahmoud Hazza,"Treatment of adult pain, children's pain treatment, pain treatment, Giza, pyramid gardens",Al -Ahram Gardens: The first entrance to the first gate,Giza - Al -Ahram Gardens
494,Dr. Amjad Mohamed Hazza,"Extreme feeding and feeding, slimming and nourishing children, adult physical therapy, physiotherapy children, slimming and feeding, Giza, pyramid gardens",Al -Ahram Gardens: The first of the first gate,Giza - Al -Ahram Gardens
495,Dr. Amjad Nabil Muhammad,"Digestive device and adult perspectives, general internal, internal, Cairo, Heliopolis",Heliopolis: Assiuti - a branch of the Caliph Al -Mamoun,Cairo - Heliopolis
496,Dr. Amal Ahmed Moussa,"Diseases of women and obstetrics, women and obstetrics, Giza, engineers",Engineers,Giza - Engineers
497,Dr. Amal Ahmed Moussa,"Diseases of women and obstetrics, women and obstetrics, Giza, engineers",Engineers,Giza - Engineers
498,Dr. Amir Jamil,"Stadium and endoscopy injuries, foot and ankle bones, joint change, adult bones, orthopedic orthopedics, hand and shoulder bones, peripheral neurosurgery, children's bones, adult orthopedic surgery, bone surgery, bones, Giza, Giza Square",Giza Square: Murad Street,Giza - Giza Square
499,Dr. Amir Mustafa,"Old eyes, optical rehabilitation, lizards, vision and white water correction, children's eyes, network surgery and glass body, eyes, Giza, Dokki",Dokki: Hijaz Square,Giza - Dokki
500,Dr. Amir Shawky,"Old heart, adult blood vessels, children's heart, blood vessels, heart and blood vessels, Cairo, Nasr City",Nasr City: Youth Engineers Buildings,Cairo - Nasr City
501,Dr. Amir Abdul Karim,"Facial plastic surgery, obesity and slimming surgery, adult leather, cosmetic and laser, burn surgery, eye plastic surgery, hand surgery, nose surgery, children's distortions and birth defects, plastic surgery, Cairo, Heliopolis",Heliopolis: Syed Al -Marghani,Cairo - Heliopolis
502,Dr. Amir Kamal,"General General Surgery, Public Surgery, Children, Obesity and Simulation Surgery, belly Surgery, Endocrine Surgery, Gastrointestinal Surgery and Adult Endoscopes, Injury and Accident Surgery, Women's Oncology Surgery, Adult Oncology Surgery, Breast Oncology Surgery, Colon Oncology Surgery, Liver Oncology Surgery, SurgeryChildren's tumors, stomach tumors surgery, digestive system surgery and children's endoscopes, general surgery, Cairo, Manial",Al Manial: Manial Street,Cairo - Manial
503,Dr. Amir Kamal,"Obesity and slimming surgery, general children surgery, abdominal surgery, endocrine surgery, gastrointestinal surgery and adult perspectives, injuries and accident surgery, women's tumor surgery, adult tumors surgery, breast tumor surgery, colon tumor surgery, liver tumor surgery, pediatric tumor surgery, surgeryStomach tumors, general general surgery, general surgery, Menoufia, Menouf",Menouf: Agriculture Street,Menoufia - Menouf
504,Dr. Amir Kamal,"Breastfeeding, newborns, children and newborns, Dakahlia, Mansoura",Mansoura: 3 u.Jarras branch from u.The Republic is in front of the College of Dentistry,Dakahlia - Mansoura
505,Dr. Amir Mustafa,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Zamalek","Zamalek: Taha Hussein, Zamalek",Cairo - Zamalek
506,Dr. Amir Mustafa,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Manial",Al Manial: Mohamed Farid,Cairo - Manial
507,Dr. Amira Abdel Samie,"Adult brain and nerves, brain and nerves, Cairo, Abbasiya",Abbasid,Cairo - Abbasiya
508,Dr. Amira Abdel Azim,"Old skin, leather, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
509,Dr. Amin Makram,"Extraordinary physical therapy, stadium injuries, physical therapy and stadium injuries, Cairo, Helwan Gardens",Helwan Gardens: D. Al -Wakeel,Cairo - Helwan Gardens
510,Dr. Aminas Isaac Samuel,"Obesity and slimming surgery, belly surgery, endocrine surgery, gastrointestinal surgery and adult perspectives, adult tumors surgery, breast tumor surgery, colon tumor surgery, stomach tumors surgery, general general surgery, general surgery, Cairo, Heliopolis",Heliopolis: Al -Nuzha - Triumph Square,Cairo - Heliopolis
511,Dr. Andrew Agapius,"Stadium and endoscopy injuries, joint change, peripheral neurosurgery, bone distortions, pediatric orthopedic surgery, orthopedic, Cairo, Heliopolis","Heliopolis: Abdul Hayy Fathi Street, Al -Hijaz Square",Cairo - Heliopolis
512,Dr. Andrew George Edward Aziz,"Adult teeth, children's teeth, stuffing and treatment of roots and nerves, teeth transplant",Al Manial: Abdel Aziz Al Saud Street,Cairo - Manial
513,Dr. Anas Hassan Meshaal,"Gastrointestinal Surgery and Adult Endoscopes, Old Tumors Surgery, General Surgery, General Surgery, Cairo, Heliopolis",Heliopolis: Al -Hijaz - Court Square,Cairo - Heliopolis
514,Dr. Anas Askoura,"Hearing and balanced disorder, nose, ears and adult larynx, nose surgery and adults and throat, nose and larger children, nose surgery and larger children",Al -Rehab: Medical Center 3,Cairo - Al -Rehab
515,Dr. Anas Askoura,"An adult nose and throat, nose, nose, and throat of children, hearing and balance disorder, nose surgery and adults, adult throat, nose surgery, permission, children's throat, nose, ears and throat, Cairo, Nasr City",Nasr City: Ahmed Al -Zumar Street,Cairo - Nasr City
516,Dr. Anas Yousry,"Old skin, children's skin, cosmetic and laser, genital diseases, male diseases, leather, Cairo, assembly",Assembly: The third neighboring.The first gathering,Cairo - Assembly
517,Doctor I forget Naguib,"Children, children, children and newborns, Cairo, Heliopolis","Heliopolis: Hijaz, Heliopols",Cairo - Heliopolis
518,Dr. Antoine Abdul Masih,"Children's heart, children, newborns, children and newborns, Giza, Dokki",Dokki: Hunting Club,Giza - Dokki
519,Dr. Antonio Safwat,"Sugar and adult deaf glands, general internal, internal, Cairo, Heliopolis","Heliopolis: Hijaz, Heliopols",Cairo - Heliopolis
520,Dr. Iman Fouda,"Children, children and newborns, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
521,Dr. Iman Mustafa Ismail,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and infertility, women's plastic surgery, birth, women and obstetrics, Giza, engineers",Mohandessin: Sudan Street,Giza - Engineers
522,Dr. Emmanuel Hani,"Children's teeth, teeth cosmetics, radical and nerve treatment, gum treatment, dental installations, elderly teeth, dental implant, adult teeth, teeth, Alexandria, Bolkley",Bolkley: 23 Wingy Street,Alexandria - Bolkli
523,Dr. Emmanuel Fares Aziz,"Old heart, heart and blood vessels, Cairo, Nasr City",Nasr City: Youssef Abbas,Cairo - Nasr City
524,Dr. Emmanuel Fares Aziz,"Old heart, heart and blood vessels, Cairo, downtown",Downtown: Mahmoud Bassiouni Street,Cairo - Downtown
525,Dr. Ayman Hammouda,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women and generation, Giza, Dokki",Dokki: Dokki Square,Giza - Dokki
526,Dr. Ayman Qasim,"Urinary urinary tracts, urinary tract surgery, adult kidneys, male diseases, urinary tract surgery, kids kidneys, urinary tract, urologist, ghee, pyramid",Pyramid: the pyramid,Giza - the pyramid
527,Dr. Ayman Kilani,"Adult brain and nerves, brain and nerves, brain and nerves, Cairo, downtown",Downtown: Al -Bustan,Cairo - Downtown
528,Dr. Ayman Kilani,"Adult brain and nerves, brain and nerves, brain and nerves, Cairo, downtown",Downtown: Al -Bustan,Cairo - Downtown
529,Dr. Ayman Abu Shmeila,"Women's tumor surgery, adult tumor surgery, breast tumor surgery, colon tumor surgery, liver tumor surgery, lung tumor surgery, pediatric tumor surgery, stomach tumor surgery, oncology surgery, lake, Damanhour",Damanhur: Al -Jaish Street,Lake - Damanhour
530,Dr. Ayman Al -Sayed Salem,"Tuberculosis and an adult respiratory system, sensitivity and adult immunity, respiratory sensitivity, breast and respiratory system, Giza, Dokki",Dokki: Mossadeq Street,Giza - Dokki
531,Dr. Ayman Al -Sisi,"Genital diseases, male diseases, adult skin, cosmetic and lazer, children's skin, leather, Cairo, olive",Olive: Ibn Al -Hakam Square,Cairo - Olives
532,Dr. Ayman Al -Shamli,"General internal, sugar and adult endocrinology, adult kidneys, internal, Cairo, Maadi",Maadi: Criminal Research Street -Falcon Quraysh,Cairo - Maadi
533,Dr. Ayman Al -Shabaki,"Adult blood vessels surgery, diabetes foot treatment, blood vessels surgery, Alexandria, Bakos",Bakos: Al Hilal club u,Alexandria - Backos
534,Dr. Ayman Al -Awadi,"Diseases of women and generation, microscopic injection and sterility, women and obstetrics, Eastern, Zagazig",Zagazig: Abu Amira Bridge,Eastern - Zagazig
535,Dr. Ayman Al -Fakhrani,"Old tumors, tumors, western, Tanta",Tanta: Street of the Cancer Institute,Gharbia - Tanta
536,Dr. Ayman Tharwat,"Gynecology and generation diseases, microscopic injection and sterility, women's tumors surgery, women and obstetrics, Cairo, Heliopolis",Heliopolis: The Caliph Al -Mamoun,Cairo - Heliopolis
537,Dr. Ayman Jaber Al -Fiqi,"Facial plastic surgery, cosmetic and laser, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, children's distortions and birth defects, plastic surgery, Giza, Faisal",Faisal: King Faisal Street,Giza - Faisal
538,Dr. Ayman Jabr,"Adult kidneys, urinary tract adults, urinary tracts, Cairo, Nasr City","Nasr City: Hassanein Heikal, Nasr City",Cairo - Nasr City
539,Dr. Ayman Jamil,"General internal, adult liver, digestive device and adults, an adult slimming and feeding",Dokki: Dokki Street,Giza - Dokki
540,Dr. Ayman Shawky Ghobari,"Adult feeding and feeding, gastrointestinal system and extractors, children's heart, general interior, urinary tract, adult heart, sensitivity and adult immunity, sensitivity and children's immunity, children's rheumatism, slimming and feeding children, chest and adult respiratory system, chest and respiratory system, gastrointestinal device and endoscopesChildren, internal, Cairo, Shubra Al -Khaimah",Shubra Al -Khaimah: Bahtim Square,Cairo - Shubra Al -Khaimah
541,Dr. Ayman Sabry,"Old heart surgery, baby heart surgery, heart and chest surgery, Cairo, gathering",Assembly: North North Street,Cairo - Assembly
542,Dr. Ayman Salah,"General General Surgery, Breast Oncology Surgery, belly surgery, endocrine surgery, gastrointestinal surgery and adult perspectives, injuries and accident surgery, colon tumor surgery, liver tumor surgery, stomach tumors surgery, general surgery, Giza, Sheikh Zayed",Sheikh Zayed,Giza - Sheikh Zayed
543,Dr. Ayman Salah Al -Din Helmy,Belly,Pillar,Giza - Dokki
544,Dr. Ayman Salah Al -Din Helmy,Belly,Pillar,Giza - Dokki
545,Dr. Ayman Tantawi,"Old heart, adult blood vessels, heart and blood vessels, oriental, Zagazig","Zagazig: National Street, next to Al -Gawish Hospital and Khaled Abdel Aziz Radiology Center",Eastern - Zagazig
546,Dr. Ayman Abdel Hamid Farghali,"Tuberculosis and an adult respiratory device, chest and respiratory device, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
547,Dr. Ayman Abdel -Raouf Al -Shazly,"Older brain and neurosurgery, neurosurgery, Cairo, Mokattam",Scaty,Cairo - Mokattam
548,Dr. Ayman Abdul Rahman,"Lizik and correction of vision and white water, eyes, oriental, Zagazig",Zagazig,Eastern - Zagazig
549,Dr. Ayman Abdel -Ati Jaballah,"Older general surgery, breast tumor surgery, belly surgery, gastrointestinal surgery and adult endoscopy, injuries and accident surgery, colon tumor surgery, general surgery, children, adult tumors surgery, general surgery, Cairo, Obour City",Obour City: Sadat axis.The first district,Cairo - Obour City
550,Dr. Enas Abdel Hamid,"Gynecology and generation, women's tumors surgery, women and obstetrics, Giza, Dokki",Pillar,Giza - Dokki
