,Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address,hospital_info,locationAfterConvert
490,Cairo Physiotherapy Center,https://healtheg.com/ar/Item/2138/مركز-القاهرة-للعلاج-الطبيعى,"23 Queen St., Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,01112829870,,"23 Queen St., Faisal, Giza",,Location not found
491,Cairo Heart and Chest Center,https://healtheg.com/ar/Item/1126/مركز-القاهرة-للقلب-والصدر,"17 Al -Ahram St., Top Metro Market, Heliopolis, Cairo",Cairo-Heliopolis,N/a,,https://healtheg.com//content/images/healtheg_300.png,0224145145 - 0224145146,,"17 Al -Ahram St., Top Metro Market, Heliopolis, Cairo",,Location not found
492,Cairo Liver Center,https://healtheg.com/ar/Item/1737/مركز-القاهرة-للكبد,"5 Jerjawi St., branched from the Survey St., next to the Giza Security Directorate, Dokki, Giza",Giza-Al-Diqi,N/a,,https://healtheg.com//content/images/healtheg_300.png,02 37603002,,"5 Jerjawi St., branched from the Survey St., next to the Giza Security Directorate, Dokki, Giza",عن المؤسسةمركز القاهرة للكبد مركز متخصص في امراض الكبد و مناظير الجهاز الهضمي تحت اشراف نخبة من الاساتذة من المعهد القومي للكبد - القصر العيني.مركز القاهرة للكبد مؤسسة طبية تهدف للرقي بالخدمات الصحية بالمنطقة بأحدث التجهيزات الطبية وهو مجمع طبي متكامل مجهز بأفضل الأجهزة الطبية الحديثة يديرها كوادر تعمل بشغف لتقديم أرقى الخدمات الصحية والعلاجية لضمان سلامة وراحة المرضى.مركز متخصص في تشخيص وعلاج والوقاية من أمراض الكبد من خلال مجموعة متكاملة من الخدمات التي تشمل الإستشارات الإكلينيكية والفحوصات المعملية العامة والمتخصصة والموجات فوق الصوتية ومناظير الجهاز الهضمي من خلال استشاريين على درجه عالية من المهاره في مختلف التخصصات ومنها التغذيه وجراحات الجهاز الهضمي والكبدالكلمات الدلالية مركز القاهرة للكبدرقم هاتف مركز القاهرة للكبدعنوان مركز القاهرة للكبدحجز موعد في مركز القاهرة للكبدرقم استقبال مركز القاهرة للكبدافضل دكتور في مركز القاهرة للكبد,Location not found
493,Cairo Laser Center,https://healtheg.com/ar/Item/1777/مركز-القاهرة-للليزر,"45 Al -Batal Ahmed Abdel Aziz St. - Floor 8, the highest library of Madbouly, Mohandessin, Giza",Giza-Engineers,N/a,,https://healtheg.com//content/images/healtheg_300.png,0233056777 - 01229622692,,"45 Al -Batal Ahmed Abdel Aziz St. - Floor 8, the highest library of Madbouly, Mohandessin, Giza",,Location not found
494,Jerusalem Center,https://healtheg.com/ar/Item/2163/مركز-القدس,"El Bilouk Mosque, Aga, Dakahlia",Dakahlia-Jaja,N/a,,https://healtheg.com//content/images/healtheg_300.png,0506443240,,"El Bilouk Mosque, Aga, Dakahlia",,Location not found
495,Jerusalem Center for Physiotherapy,https://healtheg.com/ar/Item/1832/مركز-القدس-للعلاج-الطبيعى,"El Gomhoria St., Qalj, Qaliubiya",Qaliubiya-Call,N/a,,https://healtheg.com//content/images/healtheg_300.png,01008057845,,"El Gomhoria St., Qalj, Qaliubiya",,Location not found
496,St. Luke Medical Center,https://healtheg.com/ar/Item/667/مركز-القديس-لوقا-الطبى,"24 Air Dome St., Shubra, Cairo",Cairo-Shubra Egypt,N/a,,https://healtheg.com//content/images/healtheg_300.png,0222319533,,"24 Air Dome St., Shubra, Cairo",,Location not found
497,Al Qassas Center,https://healtheg.com/ar/Item/1932/مركز-القصاص,"Egypt's Assiut Road - Manial Shiha, Giza, Giza",Giza-Giza,N/a,,https://healtheg.com//content/images/healtheg_300.png,01222233510,,"Egypt's Assiut Road - Manial Shiha, Giza, Giza",,Location not found
498,Heart center,https://healtheg.com/ar/Item/1943/مركز-القلب,"Al -Jaish St. - Qalioub Al -Mahata, Qalioub, Qaliubiya",Qaliubiya-Qalioub,N/a,,https://healtheg.com//content/images/healtheg_300.png,0242146989,,"Al -Jaish St. - Qalioub Al -Mahata, Qalioub, Qaliubiya",,Location not found
499,National Dental Center,https://healtheg.com/ar/Item/2274/مركز-القومية-للاسنان,"97 Arab National St., Al -Warraq, Giza",Giza-Al-Warraq,N/a,,https://healtheg.com//content/images/healtheg_300.png,01224578177,,"97 Arab National St., Al -Warraq, Giza",,Location not found
500,Karma Medical Center,https://healtheg.com/ar/Item/2289/مركز-الكرمة-الطبى,"2 Mohamed Refaat St., Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,0235696030,,"2 Mohamed Refaat St., Faisal, Giza",,Location not found
501,Medical laser center,https://healtheg.com/ar/Item/2093/مركز-الليزر-الطبى,"Cairo University, inside Cairo University, Giza, Giza",Giza-Giza,N/a,,https://healtheg.com//content/images/healtheg_300.png,0235675254,,"Cairo University, inside Cairo University, Giza, Giza",,Location not found
502,Diamond Center,https://healtheg.com/ar/Item/2344/مركز-الماسة,"Sobhi Awais, Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,,https://healtheg.com//content/images/healtheg_300.png,01014546637 - 01155060550,,"Sobhi Awais, Shubra Al -Khaimah, Qaliubiya",,Location not found
503,Diamond Dental Center,https://healtheg.com/ar/Item/2277/مركز-الماسة-للاسنان,"Mansheya St., Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237231623 - 0237231621 - 01229579101,,"Mansheya St., Faisal, Giza",,Location not found
504,Al -Mabra Center,https://healtheg.com/ar/Item/2150/مركز-المبرة,"Behind Al -Nasr Club, Fuh, Kafr El -Sheikh",Kafr El-Sheikh-Fuh,N/a,,https://healtheg.com//content/images/healtheg_300.png,0472976007,,"Behind Al -Nasr Club, Fuh, Kafr El -Sheikh",,Location not found
505,Al -Majd Center for Physiotherapy,https://healtheg.com/ar/Item/1237/مركز-المجد-للعلاج-الطبيعى,"137 Ahmed Shawky St. - floor 1, the highest Brands clothing store, Rushdie, Alexandria",Alexandria-Rashidi,N/a,,https://healtheg.com//content/images/healtheg_300.png,035432585 - 01001767177,,"137 Ahmed Shawky St. - floor 1, the highest Brands clothing store, Rushdie, Alexandria",,Location not found
506,MRI center,https://healtheg.com/ar/Item/1122/مركز-المخ-والاعصاب-والرنين-المغناطيسى,"3 Abdel Latif Hamza St., in front of Al -Ahly Club, Nasr City, Cairo",Cairo-Nasr Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0223547159 - 0223546974,,"3 Abdel Latif Hamza St., in front of Al -Ahly Club, Nasr City, Cairo",,Location not found
507,Medical City Center,https://healtheg.com/ar/Item/1885/مركز-المدينة-الطبى,"Km 18 - Alexandria Matrouh Desert Road, in front of the Al -Qura Mosque, Al -Ajmi, Alexandria",Alexandria-Al-Ajami,N/a,,https://healtheg.com//content/images/healtheg_300.png,033015460,,"Km 18 - Alexandria Matrouh Desert Road, in front of the Al -Qura Mosque, Al -Ajmi, Alexandria",,Location not found
508,Future Center,https://healtheg.com/ar/Item/2026/مركز-المستقبل,"Selkhana St. - Role 2, in front of the position of Atsa, Atsa, Fayoum",Fayoum-Tasa,N/a,,https://healtheg.com//content/images/healtheg_300.png,01005664027 - 01007494941,,"Selkhana St. - Role 2, in front of the position of Atsa, Atsa, Fayoum",,Location not found
509,Future Fertility Center,https://healtheg.com/ar/Item/1211/مركز-المستقبل-للخصوبة,"3 b Mustafa Fahmy St., Glim, Alexandria",Alexandria-Grim,N/a,,https://healtheg.com//content/images/healtheg_300.png,035822034 - 01274790316 - 035822048,,"3 b Mustafa Fahmy St., Glim, Alexandria",,Location not found
510,Future Center for Psychiatry and Addiction Treatment,https://healtheg.com/ar/Item/53810/مركز-المستقبل-للطب-النفسي-وعلاج-الإدمان,"60 Street, Muharram Bey Street, in front of the first round account hospital - Muharram Bey, Alexandria",Alexandria-Muharram Bey,N/a,,https://healtheg.com//content/images/healtheg_300.png,0122 041 1124,,"60 Street, Muharram Bey Street, in front of the first round account hospital - Muharram Bey, Alexandria","عن المؤسسةمركز المستقبل للطب النفسى وعلاج الادمان ذو خبره فى التعامل مع مرضى الإدمان بأحدث الطرق والأساليب العلاجية تحت إشراف طبى متميزمن اهم ما يميز مركز المستقبل لعلاج الادمان هو الاقامة الكاملة التى هى مصممة كى تكون انسب بيئة لعلاج الادمان والراحة النفسية للمريض وتجعله فى حالة تسمح بسرعه العلاج والتفاعل مع الفريق العلاجىالعيادات فى مركز المستقبل يتم فيها استقبال الحالة للتشخيص المبداى على ايدى الفريق العلاجى ويتكون الفريق من الاطباء والاخصائيين والمعالجين فريق كامل مهمته فقط هو المساعده مع الاهل لتقييم الحالة ووضع خطة علاجية للوصول الى التعافى فى اسرع وقت ممكنفريق متكامل من نخبة المتخصصين متواجد فى مركز المستقبل.مركز المستقبل هيساعد فى كل الاتجاهات لضمان حياة امنه بعد الخروج من المركزمش بس كده كمان عندنا متابعة طول الوقت وده بيكون من خلال النظام العلاجي ومدة العلاج.نخبة من أكفأ الدكاترة موجودين مخصوص علشانك في مركز المستقبل.مركز المستقبل هيساعدك طبيا و نفسيا..مش بس كده كمان عندنا متابعة طول الوقت وده بيكون من خلال النظام العلاجي ومدة العلاج.هدفنا تعافيك لأن سلامتك هي نجاحنا و هدفنامركز المستقبل هو المكان المناسب لعلاجك.. ليه ؟: طاقم طبي في جميع التخصصات: مش مجرد علاج وبس في وقت للترفيه: غرف اقامه علي اعلى مستوى: خصوصيه لكل فرد: طافم متخصص لاعمال النظافة: اكل بيتيبنطمنكم اننا في مركز المستقبل للطب النفسى وعلاج الادمان معاكم ""24 ساعة"" في الكشف على الحالات الطارئة وخدمات الحجز الداخلي في المركز.الكلمات الدلالية مركز المستقبل للطب النفسي وعلاج الإدمانرقم هاتف مركز المستقبل للطب النفسي وعلاج الإدمانعنوان مركز المستقبل للطب النفسي وعلاج الإدمانمواعيد مركز المستقبل للطب النفسي وعلاج الإدمانحجز موعد في مركز المستقبل للطب النفسي وعلاج الإدمانأطباء مركز المستقبل للطب النفسي وعلاج الإدمانتخصصات مركز المستقبل للطب النفسي وعلاج الإدمانأقسام مركز المستقبل للطب النفسي وعلاج الإدمان",Location not found
511,Mustafa Center,https://healtheg.com/ar/Item/2352/مركز-المصطفى,"May 15, Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,,https://healtheg.com//content/images/healtheg_300.png,01001887993,,"May 15, Shubra Al -Khaimah, Qaliubiya",,Location not found
512,Al -Mustafa Center for Physiotherapy,https://healtheg.com/ar/Item/1869/مركز-المصطفى-للعلاج-الطبيعى,"Al -Qanater Al -Khairiya Road, Al -Qanater Charity, Qaliubiya",Qaliubiya-Al-Qanatir al-Khairiya,N/a,,https://healtheg.com//content/images/healtheg_300.png,0242146265 - 01061430288,,"Al -Qanater Al -Khairiya Road, Al -Qanater Charity, Qaliubiya",,Location not found
513,Maadi Center for Male and Various Diseases,https://healtheg.com/ar/Item/1113/مركز-المعادى-لامراض-الذكورة-والتناسلية,"45 Mercy Tower - St. 9, in front of the Maadi Gardens Metro Station, Maadi, Cairo",Cairo-Maadi,N/a,,https://healtheg.com//content/images/healtheg_300.png,0223807572,,"45 Mercy Tower - St. 9, in front of the Maadi Gardens Metro Station, Maadi, Cairo",,Location not found
514,Maadi Center for Ophthalmology,https://healtheg.com/ar/Item/1132/مركز-المعادى-لطب-وجراحة-العيون,"131 Ahmed Zaki St., Maadi, Cairo",Cairo-Maadi,N/a,,https://healtheg.com//content/images/healtheg_300.png,01005657003,,"131 Ahmed Zaki St., Maadi, Cairo",,"lat: 29.971584, lng: 31.2595274"
515,Mansoura integrated fertility center,https://healtheg.com/ar/Item/1703/مركز-المنصورة-المتكامل-للخصوبة,"46 Suez Canal St., next to the supermarkets of Ragab, Mansoura, Dakahlia",Dakahlia-Mansoura,N/a,,https://healtheg.com//content/images/healtheg_300.png,0502312299 - 01000061501,,"46 Suez Canal St., next to the supermarkets of Ragab, Mansoura, Dakahlia",,Location not found
516,Manhal Medical Center,https://healtheg.com/ar/Item/2332/مركز-المنهل-الطبى,"74 Ezz El -Din Omar St., Al -Haram, Giza",Giza-the pyramid,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237719150,,"74 Ezz El -Din Omar St., Al -Haram, Giza",,Location not found
517,Menoufia Medical Center,https://healtheg.com/ar/Item/1989/مركز-المنوفية-الطبى,"Sharaf Square, Shebin El -Koum, Menoufia",Menoufia-Shabin Al-Kom,N/a,,https://healtheg.com//content/images/healtheg_300.png,01221880821 - 01061776660,,"Sharaf Square, Shebin El -Koum, Menoufia",,Location not found
518,Al -Mona Center for Physiotherapy,https://healtheg.com/ar/Item/2008/مركز-المنى-للعلاج-الطبيعى,"St. Education, Extension of Ezz El Din Omar, Al Haram, Giza",Giza-the pyramid,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237427432 - 01006875199,,"St. Education, Extension of Ezz El Din Omar, Al Haram, Giza",,Location not found
519,Al -Munir Medical Center,https://healtheg.com/ar/Item/2039/مركز-المنير-الطبى,"Al -Bab Al -Akhdar St. - Friday Market, behind the Al -Munir Mosque, Al -Laban, Alexandria",Alexandria-Al-Laban,N/a,,https://healtheg.com//content/images/healtheg_300.png,033911250,,"Al -Bab Al -Akhdar St. - Friday Market, behind the Al -Munir Mosque, Al -Laban, Alexandria",,Location not found
520,Al -Midan Center,https://healtheg.com/ar/Item/2338/مركز-الميدان,"Al -Jami Al -Kabeer St., Al -Qalj, Qaliubiya",Qaliubiya-Call,N/a,,https://healtheg.com//content/images/healtheg_300.png,01001844169,,"Al -Jami Al -Kabeer St., Al -Qalj, Qaliubiya",,Location not found
521,The noble center,https://healtheg.com/ar/Item/2317/مركز-النبيل,"4 Mansheya St., Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,01007381980 - 01114265976,,"4 Mansheya St., Faisal, Giza",,Location not found
522,Nabih Center,https://healtheg.com/ar/Item/2302/مركز-النبيه,"184 St. Faisal, Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,01002511999,,"184 St. Faisal, Faisal, Giza",,"lat: 29.9978733, lng: 31.1574808"
523,Survival center,https://healtheg.com/ar/Item/2089/مركز-النجاة,"1 Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,,https://healtheg.com//content/images/healtheg_300.png,01223734544 - 01223891529,,"1 Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",,Location not found
524,Center of influence,https://healtheg.com/ar/Item/2154/مركز-النفوذ,"Al -Barajil Road, Al -Barajil, Giza",Giza-Barajil,N/a,,https://healtheg.com//content/images/healtheg_300.png,01281766443 - 01141555503,,"Al -Barajil Road, Al -Barajil, Giza",,Location not found
