hospital_name,specialties,address,city_area
Dr. Ahmed Siyam,"Lizik, vision and white water, eyes, Dakahlia, Mansoura",Al -Mansoura: The bottom walk in front of the police officers club,Dakahlia - Mansoura
Dr. Ahmed Tariq Rizk,"Adult pronunciation, speech, pronunciation and address children, speech and address, Alexandria, Sporting",Sporting: Port Said Street,Alexandria - Sporting
Dr. Ahmed Tariq Atta,"Facial plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose plastic surgery, cosmetic and laser, children's distortions and birth defects, plastic surgery, Cairo, downtown",Downtown: Mazloum Street,Cairo - Downtown
Dr. Ahmed Tarif Labib Abdel -Maboud,Belly,Pillar,Giza - Dokki
Dr. Ahmed Tayema,"Slimming and feeding children, losing and feeding adult",Haram: Khaled Amin Street,Giza - the pyramid
Dr. Ahmed Tolba,"Diseases of women and generation, microscopic injection and sterility, women and generation, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Ahmed Talha,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, gathering",Gathering,Cairo - Assembly
Dr. Ahmed Talha,"Older general surgery, breast tumor surgery, gastrointestinal surgery and extractors, adult tumors surgery, colon tumor surgery, stomach tumors surgery, obesity and slimming surgery, general surgery, Alexandria, Sporting",Sporting,Alexandria - Sporting
Dr. Ahmed Asim,"Adult brain and nerves, brain and nerves, brain and nerves, Giza, Dokki",Dokki: Tahrir Street,Giza - Dokki
Dr. Ahmed Atef,"Old eyes, optical rehabilitation, lizards and correction of eyes and white water, children's eyes, network surgery and glass body, eyes, Cairo, Maadi",Maadi: Damascus Street - from Swars Square,Cairo - Maadi
Dr. Ahmed Atef Abu Al -Layl,"Adult teeth, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Dr. Ahmed Atef Hafez,General inner,Hostile,Cairo - Maadi
Dr. Ahmed Atef Khamis,"Kids blood vessels surgery, adult vascular surgery, diabetes foot treatment, blood vessels surgery, Cairo, gathering",Assembly: northern ninety,Cairo - Assembly
"Dr. Ahmed Amer, Capella Poetry Center","Facial plastic surgery, burn surgery, cosmetic and laser, adult leather, plastic surgery, Giza, engineers",Mohandessin: Arabian Peninsula Street,Giza - Engineers
Dr. Ahmed Abdel Baqi,"Adult brain and nerves, psychological children, psychological adults, brain and nerves, brain and nerves, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Ahmed Abdel Jalil,"Joint change, adult bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, bones, Cairo, dome gardens",Dome Gardens: Saray Al -Quba Square,Cairo - Gardens of the Dome
Dr. Ahmed Abdel Jalil,"Joint change, adult bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, bones, Cairo, dome gardens",Dome Gardens: Saray Al -Quba Square,Cairo - Gardens of the Dome
Dr. Ahmed Abdel Haq,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women's plastic surgery, birth, women and obstetrics, Cairo, Maadi",Maadi: Zahraa Maadi Road,Cairo - Maadi
Dr. Ahmed Abdel Salam,"Olding general surgery, belly surgery, endocrine surgery, gastrointestinal surgery and adult endoscopes, colon tumor surgery, stomach tumors surgery, obesity and slimming surgery, general surgery, Giza, Sheikh Zayed",Sheikh Zayed: Twin Towers-TOR C clinics,Giza - Sheikh Zayed
Dr. Ahmed Abdel Salam Al -Abd,"Extraordinary dermatology, cosmetic and laser, genital diseases, male diseases, leather, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Ahmed Abdel Salam Khashaba,"Sugar and adult deaf glands, general internal, internal, Giza, Sheikh Zayed",Sheikh Zayed,Giza - Sheikh Zayed
Dr. Ahmed Abdel -Zahir,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and infertility, women's plastic surgery, birth, women and obstetrics, Alexandria, Sidi Bishr",Sidi Bishr: 44 Theater Street - Sidi Bishr Qebli - in front of Al -Mu'taz Hospital.,Alexandria - Sidi Bishr
Dr. Ahmed Abdel -Al,"Adult teeth, teeth, Giza, Dokki",Pillar,Giza - Dokki
Dr. Ahmed Abdel -Al,"Adult teeth, teeth, Giza, Dokki",Pillar,Giza - Dokki
Dr. Ahmed Abdel -Al Hafez,"Old nose, ears and throat, nose, ears and throat, Giza, Dokki",Pillar,Giza - Dokki
Dr. Ahmed Abdel Aziz,"Old bones, bones, Giza, engineers",Engineers,Giza - Engineers
Dr. Ahmed Abdel Aziz Al -Barbari,"Diseases of women and obstetrics, women and obstetrics, Giza, 6 October",October 6,Giza - 6 October
Dr. Ahmed Abdel Aziz Hassan Mohamed,"Stadium and endoscopy injuries, bone distortions, foot and ankle bones, joint change, hand and shoulder bones, adult orthopedic surgery, children's bones, bones, Giza, Dokki",Dokki: Tahrir,Giza - Dokki
Dr. Ahmed Abdel -Fadil,"Myself are adults, myself children, addiction treatment, family consultations, adults and nerves, children and nerves, myself, Alexandria, the park",Al -Montazah: Al -Nabawi Al -Muhandis Street - Venice Towers - in front of the external clinics for Al -Muamara Hospital for Psychiatry.,Alexandria - the park
Dr. Ahmed Abdel Qader,"Adult teeth, teeth, Cairo, Nasr City 1",Nasr City 1: Abbas Al -Akkad Street,Cairo - Nasr City 1
Dr. Ahmed Abdel Latif,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental transplantation, adult teeth, teeth, Cairo, Maadi",Maadi: The sixth part -Zahraa Maadi Street -,Cairo - Maadi
Dr. Ahmed Abdel Majid,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and sterility, women and generation, Cairo, Helwan",32 Al -Maraghi Street - in front of the modern era - next to Helwan Metro Station - Helwan,Cairo - Helwan
Dr. Ahmed Abdel Majid,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women and obstetrics, Cairo, Maadi",Maadi: Carrefour Zahraa Maadi Road,Cairo - Maadi
Dr. Ahmed Abdel Majid Radwan,"Old eyes, retinal surgery and glass body, eyes, Cairo, Nasr City",Nasr City: Youssef Abbas,Cairo - Nasr City
Dr. Ahmed Abdel Masaye,"General, internal, internal, Giza, Dokki",Pillar,Giza - Dokki
Dr. Ahmed Abdel Hadi Abdul Rahman,"Old tumors, radiation tumors treatment, tumors, Giza, Dokki",Dokki: Tahrir Street,Giza - Dokki
Dr. Ahmed Abdel Halim,"Adult liver, digestive and endoscopic system, digestive and endoscopy, Cairo, Maadi",Hostile,Cairo - Maadi
Dr. Ahmed Abdel Hamid Metwally Shehat,"Urinary urinary tracts, urinary tracts, urinary tract surgery, urology surgery, urology, urinary tract, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Ahmed Abdel Fattah Shaker,"An adult nose and laxity, nose, nose, children's larynx, nose surgery, adults, adult throat, nose surgery, larger and throat of children, nose, ears and throat, Giza, pyramid",Pyramid: The main pyramid street,Giza - the pyramid
Dr. Ahmed Abdel -Qader,"Brain and nerves children, psychological children, brain and nerves, Cairo, Heliopolis",Heliopolis: Al -Khalifa Al -Mamoun,Cairo - Heliopolis
Dr. Ahmed Abdel Latif,"Extraordinary feeding and feeding, adult physical therapy, physiotherapy children, adult bones, children's bones, adult rheumatism, children's rheumatism, child feeding and feeding, rheumatism, Cairo, Nasr City",Nasr City: Musa Al -Kazim,Cairo - Nasr City
Dr. Ahmed Abdullah,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and infertility, women and generation, Cairo, Nasr City",Nasr City: Ahmed Al -Sawy Street,Cairo - Nasr City
Dr. Ahmed Abdullah Ashmawi,"Urinary urinary tracts, urinary tracts, urinary tract surgery, urology surgery, male diseases, urologist, Giza, engineers",Mohandessin: Bahr Al Ghazal Street,Giza - Engineers
Dr. Ahmed Abdel -Hadi,"Old skin, children's skin, leather, Cairo, Obour City",Obour City: Local 6,Cairo - Obour City
Dr. Ahmed Othman,"Gynecology and generation diseases, microscopic injection and sterility, women's tumors surgery, women's plastic surgery, birth, women and obstetrics, Dakahlia, Mansoura",Mansoura: the old railway,Dakahlia - Mansoura
Dr. Ahmed Othman,"Gynecology and generation diseases, women's tumors surgery, women's plastic surgery, birth, microscopic injection, infertility, women and generation, Assiut, Assiut Center",Assiut Center: Al -Azhar University wall,Assiut - Assiut Center
Dr. Ahmed Orabi,"Extraordinary dermatology, cosmetic and lazer, genital diseases, male diseases, skin, Cairo, ancient Egypt",Ancient Egypt: Ahmed Al -Wakil Street,Cairo - Ancient Egypt
Dr. Ahmed Arafa,"General surgery, children's surgery, Cairo, Maadi",Maadi: 100 Street,Cairo - Maadi
Dr. Ahmed Essam,"Adult kidneys, male diseases, urologist adults, urinary tract surgery, urinary tract surgery, urinary tract, urologist, Minya, Minya Center",Minya Center: Sakla St.,Minya - Minya Center
Dr. Ahmed Essam Al -Saeed,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and infertility, women and generation, Cairo, Ain Shams",Ain Shams: Ain Shams Street,Cairo - Ain Shams
Dr. Ahmed Esmat El -Sisi,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial surgery and jaws, dental installations, elderly teeth, dental rays, dental transplantation, adult teeth, teeth, Cairo, Helwan",Helwan,Cairo - Helwan
Dr. Ahmed Esmat Ali,"Adult brain and nerves, brain and nerves, children, children, adults, brain and nerves, Giza, Al Badrashin",Al -Badrashin: Al -Huda Tower - Al -Badrashin - Third Role,Giza - Badrashin
Dr. Ahmed Esmat Ali,"Adult brain and nerves, brain and nerves, brain and nerves, Cairo, gathering",Assembly: Live Mall,Cairo - Assembly
Dr. Ahmed Atta Saada,"Adult liver, digestive system and extractors, general internal, pediatric liver, gastrointestinal and endoscopy, internal, Giza, engineers",Engineers: The hero Ahmed Abdel Aziz,Giza - Engineers
Dr. Ahmed Afifi,"Extreme feeding and feeding, adult physical therapy, stadium injuries, physical therapy and stadium injuries, Giza, Al -Ahram Gardens",Al -Ahram Gardens: Twenty Street,Giza - Al -Ahram Gardens
Dr. Ahmed Alaa Khalafa,"Dental calendar, teeth, lake, Damanhour",Damanhur,Lake - Damanhour
Dr. Ahmed Alaa Mohamed Zaki,"Diseases of women and obstetrics, women and obstetrics, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Ahmed Alaa Youssef,"Diseases of women and generation, microscopic injection and sterility, women and generation, Assiut, Assiut Center",Assiut Center: July 26,Assiut - Assiut Center
Dr. Ahmed Ali Zain Al -Abidin,"Women and Gynecology diseases, women's tumors surgery, microscopic and infertility, women and generation, Giza, 6 October",October 6: The Seventh District-Jordanian-Al-Majoura Al-Awwal-Architecture 17 B-Apartment 6- The first floor-in front of the Jordanian Complex and Sheikh Al-Balad Restaurant-6 October,Giza - 6 October
Dr. Ahmed Ali Zain Al -Abidin,"Women and Gynecology diseases, women's tumors surgery, microscopic and infertility, women and generation, Giza, 6 October",October 6: The Seventh District-Jordanian-Al-Majoura Al-Awwal-Architecture 17 B-Apartment 6- The first floor-in front of the Jordanian Complex and Sheikh Al-Balad Restaurant-6 October,Giza - 6 October
Dr. Ahmed Ali Zain Al -Abidin,"Women and Gynecology diseases, women's tumors surgery, microscopic and infertility, women and generation, Giza, 6 October",October 6: The Seventh District-Jordanian-Al-Majoura Al-Awwal-Architecture 17 B-Apartment 6- The first floor-in front of the Jordanian Complex and Sheikh Al-Balad Restaurant-6 October,Giza - 6 October
Dr. Ahmed Ali Muhammad Ghandour,"Adult teeth, teeth, Giza, engineers",Engineers,Giza - Engineers
Dr. Ahmed Ali Morsi,"Adult a spine surgery, children's neurosurgery, adult neurosurgery, pillar surgery children, neurosurgery, oriental, Zagazig",Zagazig: the station,Eastern - Zagazig
Dr. Ahmed Ali Muslim,"Newborn, children, children and newborns, lake, Damanhur",Damanhur,Lake - Damanhour
Dr. Ahmed Ali Hajras,"Adult brain and nerves, brain and nerves, brain and nerves, Dakahlia, Mansoura","Al -Mansoura: Al -Taraa Street -in front of the National Bank, the highest Hadramout Restaurant",Dakahlia - Mansoura
Dr. Ahmed Imad,General inner,"Heliopolis: Sharif Street, branching from Joseph Tito -the new picnic",Cairo - Heliopolis
Dr. Ahmed Imad,"Sugar and adult deaf glands, adult liver, digestive system and adults, general internal, internal, Cairo, Ain Shams",Ain Shams: Twenty Street,Cairo - Ain Shams
Dr. Ahmed Emara,"Extreme feedback and feeding, adult physical therapy, slimming and feeding, Giza, pyramid",Pyramid: Al -Arish's main street,Giza - the pyramid
Dr. Ahmed Ghorab,"Older physical therapy, physical therapy and stadium injuries, Damietta, Damietta City",Damietta City: 1 in front of the Adam Mosque - the first floor - apartment 1 - next to the Mobabiyat Muhammad Karkar,Damietta - Damietta City
Dr. Ahmed Gloch,"General, internal, internal, Giza, engineers",Engineers,Giza - Engineers
Dr. Ahmed Gloch,"Digestive device and adults, general internal, adult liver, sugar and adult endocrinology, digestive and endoscopy, Giza, engineers",Engineers: Abdel Moneim Riad.Engineers,Giza - Engineers
Dr. Ahmed Fouad,"Women's plastic surgery, women's diseases and obstetrics, microscopic injection and infertility, women's tumors surgery, birth, women and obstetrics, Fayoum, Fayoum City",Fayoum City :.,Fayoum - Fayoum City
Dr. Ahmed Fouad Ismail Hussein,"General, internal, internal, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Ahmed Fouad Hassan,"Lizik, vision and white water, network surgery and glass body, children's eyes, optical rehabilitation, adult eyes, eyes, Giza, Faisal",Faisal: Talbiya Faisal,Giza - Faisal
Dr. Ahmed Fouad Mohamed Fahmy Al -Ghubarabi,"General, internal, internal, Abbasid",Abbasid,Cairo - Abbasiya
Dr. Ahmed Fouad Mahmoud,"Digestive and endoscopic device, children and newborns, Alexandria, sand station",Raml Station: College of Medicine Street,Alexandria - Raml Station
Dr. Ahmed Farouk,"Urinary urinary tracts, urinary tracts, urology, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Ahmed Fathallah,"Child tumor surgery, adult tumor surgery, women's tumor surgery, lung tumor surgery, stomach tumor surgery, orthopedic tumor surgery, breast tumor surgery, colon tumor surgery, liver tumor surgery, prostate tumor surgery, brain tumor surgery, oncology surgery, Cairo, Helwan",Helwan: Riyad Street,Cairo - Helwan
Dr. Ahmed Fiti,"Women and Gynecology diseases, women's tumors surgery, microscopic and infertility, women and generation, Giza, 6 October",October 6: The Central Axis,Giza - 6 October
Dr. Ahmed Farraj,"Adult kidneys, sugar and adult endless glands, adult liver, general internal, kids kidneys, urinary tract, urinary tract, kidneys, Cairo, Obour City",Obour City: Center Al -Haramain,Cairo - Obour City
Dr. Ahmed Farraj,"Adult kidneys, general interior, kidneys, Giza, Faisal",Faisal,Giza - Faisal
Dr. Ahmed Ferjani,"Facial plastic surgery, burn surgery, eye plastic surgery, hand surgery, nose plastic surgery, cosmetic and laser, children's distortions and birth defects, plastic surgery, Menoufia, Shebin El -Kom",Shebin El -Koum: Sharaf Square - in front of gasoline,Menoufia - Shebin Al -Kom
Dr. Ahmed Farghali,"Diabetic foot treatment, adult vascular surgery, blood vessels surgery, Giza, Dokki",Dokki: Tahrir Street,Giza - Dokki
Dr. Ahmed Fateen,"Announcement and adults and throat adults, nose, ears and throat, Cairo, downtown",downtown,Cairo - Downtown
Dr. Ahmed Fawaz,"Children's teeth, stuffing and treatment of roots and nerves, dental orthodontics, dental installations, elderly teeth, dental implant, adult teeth, dental cosmetic, gum treatment, facial surgery and jaws, teeth, teeth, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Ahmed Fawzy,"Male diseases, male and sterility, Cairo, Helwan","Helwan: Al -Maraghi, Helwan Station",Cairo - Helwan
Dr. Ahmed Fawzi,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, gum treatment, dental fixtures, facial surgery and jaws, teeth, teeth, Cairo, Nasr City",Nasr City: Makram Obaid,Cairo - Nasr City
Dr. Ahmed Fawzi,"The heart of children, children and newborn, oriental, Zagazig",Zagazig: Imam Ali Street,Eastern - Zagazig
Dr. Ahmed Kamal,"General internal, adult liver, digestive system and adult perspectives, interior, Menoufia, Shebin El -Kom",Shebin El -Kom,Menoufia - Shebin Al -Kom
